treatment,day,DOMaddition,DOM,bact_DOM,bact,fungi,respSubstrate,baselineResp,respSoil,POM,MAOMs,MAOMp,MAOM
exudates,101,0.00,21.55,50.01,0.07,1.86,0.04,0.07,0.47,0.00,0.00,0.18,0.19
exudates,102,0.00,20.26,49.39,0.07,1.79,0.04,0.07,0.37,0.00,0.00,0.18,0.18
exudates,103,0.00,19.15,48.64,0.06,1.72,0.04,0.07,0.28,0.00,0.00,0.17,0.17
exudates,104,0.00,18.19,47.78,0.06,1.65,0.03,0.07,0.22,0.00,0.00,0.17,0.17
exudates,105,0.00,17.34,46.84,0.05,1.59,0.03,0.06,0.17,0.00,0.00,0.16,0.16
exudates,106,0.00,16.60,45.85,0.05,1.53,0.03,0.06,0.13,0.00,0.00,0.16,0.16
exudates,107,0.00,15.93,44.82,0.04,1.47,0.03,0.06,0.09,0.00,0.00,0.16,0.16
exudates,108,0.00,15.32,43.77,0.04,1.41,0.03,0.06,0.07,0.00,0.00,0.16,0.16
exudates,109,0.00,14.77,42.71,0.04,1.36,0.03,0.06,0.05,0.00,0.00,0.16,0.16
exudates,110,0.00,14.27,41.64,0.03,1.30,0.03,0.06,0.03,0.00,0.00,0.16,0.16
exudates,111,0.00,13.80,40.58,0.03,1.25,0.03,0.06,0.03,0.00,0.00,0.16,0.16
exudates,112,12.50,23.90,41.29,0.03,1.20,0.06,0.05,0.65,0.00,0.00,0.15,0.15
exudates,113,0.00,21.89,41.63,0.03,1.16,0.05,0.06,0.51,0.00,0.00,0.13,0.13
exudates,114,0.00,20.19,41.67,0.02,1.11,0.04,0.06,0.40,0.00,0.00,0.13,0.13
exudates,115,0.00,18.76,41.48,0.02,1.07,0.04,0.06,0.31,0.00,0.00,0.12,0.12
exudates,116,0.00,17.55,41.10,0.02,1.03,0.04,0.06,0.24,0.00,0.00,0.11,0.11
exudates,117,0.00,16.51,40.57,0.02,0.99,0.04,0.05,0.19,0.00,0.00,0.11,0.11
exudates,118,0.00,15.61,39.93,0.02,0.95,0.04,0.05,0.15,0.00,0.00,0.11,0.11
exudates,119,0.00,14.83,39.20,0.02,0.91,0.03,0.05,0.12,0.00,0.00,0.10,0.11
exudates,120,0.00,14.15,38.42,0.01,0.88,0.03,0.05,0.09,0.00,0.00,0.10,0.10
exudates,121,0.00,13.55,37.59,0.01,0.84,0.03,0.05,0.07,0.00,0.00,0.10,0.10
exudates,122,0.00,13.01,36.74,0.01,0.81,0.03,0.05,0.05,0.00,0.00,0.10,0.10
exudates,123,0.00,12.52,35.87,0.01,0.78,0.03,0.05,0.04,0.00,0.00,0.10,0.10
exudates,124,0.00,12.07,35.00,0.01,0.75,0.03,0.05,0.03,0.00,0.00,0.10,0.10
exudates,125,0.00,11.66,34.12,0.01,0.72,0.03,0.05,0.02,0.00,0.00,0.10,0.10
exudates,126,12.50,21.85,34.97,0.01,0.69,0.06,0.05,0.40,0.00,0.00,0.09,0.09
exudates,127,0.00,19.91,35.47,0.01,0.66,0.05,0.05,0.32,0.00,0.00,0.09,0.09
exudates,128,0.00,18.27,35.68,0.01,0.64,0.04,0.05,0.25,0.00,0.00,0.08,0.08
exudates,129,0.00,16.89,35.65,0.01,0.61,0.04,0.05,0.20,0.00,0.00,0.08,0.08
exudates,130,0.00,15.73,35.42,0.01,0.59,0.04,0.05,0.16,0.00,0.00,0.07,0.07
exudates,131,0.00,14.73,35.05,0.01,0.57,0.04,0.05,0.12,0.00,0.00,0.07,0.07
exudates,132,0.00,13.88,34.57,0.01,0.54,0.04,0.05,0.10,0.00,0.00,0.07,0.07
exudates,133,0.00,13.15,33.99,0.00,0.52,0.03,0.05,0.08,0.00,0.00,0.07,0.07
exudates,134,0.00,12.51,33.36,0.00,0.50,0.03,0.05,0.06,0.00,0.00,0.07,0.07
exudates,135,0.00,11.95,32.67,0.00,0.48,0.03,0.04,0.05,0.00,0.00,0.06,0.07
exudates,136,0.00,11.44,31.96,0.00,0.46,0.03,0.04,0.04,0.00,0.00,0.06,0.07
exudates,137,0.00,10.99,31.22,0.00,0.45,0.03,0.04,0.03,0.00,0.00,0.06,0.06
exudates,138,0.00,10.59,30.47,0.00,0.43,0.03,0.04,0.02,0.00,0.00,0.06,0.06
exudates,139,0.00,10.21,29.72,0.00,0.41,0.03,0.04,0.02,0.00,0.00,0.06,0.07
exudates,140,12.50,20.47,30.68,0.00,0.40,0.05,0.04,0.24,0.00,0.00,0.06,0.06
exudates,141,0.00,18.58,31.28,0.00,0.38,0.05,0.04,0.20,0.00,0.00,0.05,0.05
exudates,142,0.00,16.98,31.60,0.00,0.37,0.04,0.04,0.16,0.00,0.00,0.05,0.05
exudates,143,0.00,15.64,31.68,0.00,0.35,0.04,0.04,0.12,0.00,0.00,0.05,0.05
exudates,144,0.00,14.51,31.57,0.00,0.34,0.04,0.04,0.10,0.00,0.00,0.05,0.05
exudates,145,0.00,13.55,31.31,0.00,0.32,0.04,0.04,0.08,0.00,0.00,0.04,0.04
exudates,146,0.00,12.72,30.93,0.00,0.31,0.04,0.04,0.06,0.00,0.00,0.04,0.04
exudates,147,0.00,12.02,30.46,0.00,0.30,0.03,0.04,0.05,0.00,0.00,0.04,0.04
exudates,148,0.00,11.41,29.92,0.00,0.29,0.03,0.04,0.04,0.00,0.00,0.04,0.04
exudates,149,0.00,10.87,29.34,0.00,0.28,0.03,0.04,0.03,0.00,0.00,0.04,0.04
exudates,150,0.00,10.40,28.72,0.00,0.27,0.03,0.04,0.03,0.00,0.00,0.04,0.04
exudates,151,0.00,9.97,28.07,0.00,0.26,0.03,0.04,0.02,0.00,0.00,0.04,0.04
exudates,152,0.00,9.59,27.41,0.00,0.25,0.03,0.04,0.02,0.00,0.00,0.04,0.04
exudates,153,0.00,9.25,26.75,0.00,0.24,0.03,0.04,0.01,0.00,0.00,0.04,0.04
exudates,154,12.50,19.55,27.76,0.00,0.23,0.05,0.04,0.15,0.00,0.00,0.04,0.04
exudates,155,0.00,17.69,28.44,0.00,0.22,0.05,0.04,0.12,0.00,0.00,0.03,0.04
exudates,156,0.00,16.13,28.83,0.00,0.21,0.04,0.04,0.10,0.00,0.00,0.03,0.03
exudates,157,0.00,14.81,28.99,0.00,0.20,0.04,0.04,0.08,0.00,0.00,0.03,0.03
exudates,158,0.00,13.70,28.96,0.00,0.19,0.04,0.04,0.06,0.00,0.00,0.03,0.03
exudates,159,0.00,12.75,28.77,0.00,0.19,0.04,0.04,0.05,0.00,0.00,0.03,0.03
exudates,160,0.00,11.95,28.47,0.00,0.18,0.04,0.04,0.04,0.00,0.00,0.03,0.03
leachates,0,12.50,40.61,98.43,391.38,102.30,0.00,0.79,128.91,13.82,20.57,10.53,31.11
leachates,1,0.00,60.86,96.60,359.55,98.46,0.00,0.73,409.53,6.16,18.55,10.41,28.95
leachates,2,0.00,76.16,97.99,330.28,94.73,0.00,0.68,317.95,1.36,15.91,10.22,26.14
leachates,3,0.00,87.61,101.42,303.38,91.11,0.01,0.64,238.42,1.08,10.89,9.82,20.71
leachates,4,0.00,96.02,106.14,278.66,87.61,0.01,0.61,179.84,0.87,7.22,9.40,16.62
leachates,5,0.00,101.97,111.65,255.94,84.23,0.01,0.58,137.24,0.70,4.54,8.97,13.51
leachates,6,0.00,105.94,117.60,235.06,80.97,0.01,0.55,105.92,0.58,2.61,8.49,11.10
leachates,7,0.00,108.32,123.69,215.88,77.82,0.01,0.53,82.54,0.48,1.28,7.95,9.23
leachates,8,0.00,109.44,129.71,198.27,74.79,0.01,0.51,64.84,0.03,0.67,7.48,8.15
leachates,9,0.00,109.56,135.51,182.08,71.88,0.01,0.49,51.34,0.02,0.16,6.77,6.93
leachates,10,0.00,108.90,140.96,167.22,69.08,0.01,0.48,40.85,0.02,0.01,5.96,5.97
leachates,11,0.00,107.65,145.97,153.57,66.39,0.01,0.46,32.64,0.02,0.01,5.19,5.20
leachates,12,0.00,105.96,150.48,141.04,63.80,0.01,0.45,26.16,0.00,0.00,4.60,4.60
leachates,13,0.00,103.96,154.47,129.53,61.31,0.01,0.43,21.07,0.00,0.00,4.10,4.11
leachates,14,12.50,112.50,159.42,118.95,58.92,0.01,0.42,47.37,0.00,0.00,2.98,2.98
leachates,15,0.00,108.62,163.55,109.24,56.63,0.01,0.41,31.25,0.00,0.00,2.24,2.24
leachates,16,0.00,104.87,166.91,100.33,54.42,0.02,0.40,21.14,0.00,0.00,1.74,1.75
leachates,17,0.00,101.27,169.55,92.14,52.30,0.02,0.40,14.66,0.00,0.00,1.40,1.40
leachates,18,0.00,97.85,171.52,84.62,50.26,0.02,0.39,10.41,0.00,0.00,1.16,1.17
leachates,19,0.00,94.59,172.88,77.71,48.30,0.02,0.38,7.56,0.00,0.00,0.99,0.99
leachates,20,0.00,91.50,173.69,71.37,46.42,0.03,0.37,5.58,0.00,0.00,0.87,0.87
leachates,21,0.00,88.57,174.01,65.54,44.61,0.02,0.36,4.22,0.00,0.00,0.78,0.78
leachates,22,0.00,85.78,173.89,60.19,42.87,0.02,0.35,3.23,0.00,0.00,0.71,0.71
leachates,23,0.00,83.13,173.38,55.28,41.20,0.02,0.34,2.50,0.00,0.00,0.66,0.66
leachates,24,0.00,80.60,172.53,50.77,39.59,0.02,0.33,1.96,0.00,0.00,0.62,0.62
leachates,25,0.00,78.19,171.37,46.62,38.05,0.02,0.33,1.54,0.00,0.00,0.59,0.59
leachates,26,0.00,75.88,169.94,42.82,36.57,0.02,0.32,1.22,0.00,0.00,0.57,0.57
leachates,27,0.00,73.66,168.29,39.32,35.14,0.02,0.31,0.96,0.00,0.00,0.56,0.56
leachates,28,12.50,82.17,168.08,36.11,33.77,0.02,0.30,5.88,0.00,0.00,0.42,0.43
leachates,29,0.00,78.57,167.37,33.17,32.46,0.02,0.30,4.01,0.00,0.00,0.33,0.34
leachates,30,0.00,75.31,166.22,30.46,31.19,0.02,0.29,2.83,0.00,0.00,0.27,0.28
leachates,31,0.00,72.35,164.70,27.97,29.98,0.03,0.28,2.06,0.00,0.00,0.23,0.24
leachates,32,0.00,69.63,162.88,25.69,28.81,0.04,0.28,1.53,0.00,0.00,0.20,0.21
leachates,33,0.00,67.14,160.81,23.59,27.69,0.03,0.27,1.18,0.00,0.00,0.18,0.18
leachates,34,0.00,64.83,158.53,21.67,26.61,0.03,0.26,0.93,0.00,0.00,0.17,0.17
leachates,35,0.00,62.68,156.09,19.90,25.57,0.03,0.26,0.74,0.00,0.00,0.16,0.16
leachates,36,0.00,60.67,153.52,18.27,24.57,0.02,0.25,0.60,0.00,0.00,0.15,0.15
leachates,37,0.00,58.78,150.84,16.78,23.62,0.02,0.25,0.50,0.00,0.00,0.14,0.14
leachates,38,0.00,56.99,148.09,15.41,22.70,0.02,0.24,0.41,0.00,0.00,0.14,0.14
leachates,39,0.00,55.29,145.28,14.16,21.81,0.02,0.23,0.35,0.00,0.00,0.14,0.14
leachates,40,0.00,53.67,142.43,13.00,20.96,0.02,0.23,0.29,0.00,0.00,0.14,0.14
leachates,41,0.00,52.12,139.56,11.94,20.14,0.02,0.22,0.25,0.00,0.00,0.14,0.14
leachates,42,12.50,61.27,138.33,10.96,19.36,0.03,0.22,1.50,0.00,0.00,0.11,0.11
leachates,43,0.00,58.29,136.76,10.07,18.60,0.03,0.21,1.08,0.00,0.00,0.08,0.09
leachates,44,0.00,55.63,134.91,9.25,17.88,0.03,0.21,0.80,0.00,0.00,0.07,0.07
leachates,45,0.00,53.23,132.84,8.49,17.18,0.04,0.20,0.61,0.00,0.00,0.06,0.06
leachates,46,0.00,51.07,130.59,7.80,16.51,0.03,0.20,0.49,0.00,0.00,0.06,0.06
leachates,47,0.00,49.11,128.21,7.16,15.87,0.03,0.20,0.41,0.00,0.00,0.05,0.05
leachates,48,0.00,47.31,125.72,6.58,15.25,0.03,0.19,0.34,0.00,0.00,0.05,0.05
leachates,49,0.00,45.66,123.17,6.04,14.66,0.03,0.19,0.29,0.00,0.00,0.05,0.05
leachates,50,0.00,44.13,120.56,5.55,14.09,0.03,0.18,0.25,0.00,0.00,0.04,0.04
leachates,51,0.00,42.70,117.93,5.10,13.54,0.03,0.18,0.22,0.00,0.00,0.04,0.04
leachates,52,0.00,41.36,115.28,4.68,13.01,0.03,0.17,0.20,0.00,0.00,0.04,0.04
leachates,53,0.00,40.09,112.64,4.30,12.50,0.02,0.17,0.18,0.00,0.00,0.04,0.04
leachates,54,0.00,38.90,110.01,3.95,12.01,0.02,0.16,0.16,0.00,0.00,0.04,0.04
leachates,55,0.00,37.76,107.40,3.62,11.55,0.02,0.16,0.15,0.00,0.00,0.04,0.04
leachates,56,12.50,47.36,106.42,3.33,11.10,0.03,0.16,0.52,0.00,0.00,0.03,0.03
leachates,57,0.00,44.80,105.16,3.06,10.66,0.03,0.15,0.40,0.00,0.00,0.03,0.03
leachates,58,0.00,42.51,103.68,2.81,10.25,0.05,0.15,0.31,0.00,0.00,0.02,0.02
leachates,59,0.00,40.48,102.01,2.58,9.85,0.04,0.15,0.26,0.00,0.00,0.02,0.02
leachates,60,0.00,38.66,100.20,2.37,9.47,0.03,0.15,0.22,0.00,0.00,0.02,0.02
leachates,61,0.00,37.03,98.27,2.17,9.10,0.03,0.14,0.19,0.00,0.00,0.02,0.02
leachates,62,0.00,35.55,96.26,2.00,8.74,0.03,0.14,0.17,0.00,0.00,0.02,0.02
leachates,63,0.00,34.21,94.19,1.83,8.40,0.03,0.14,0.16,0.00,0.00,0.02,0.02
leachates,64,0.00,32.98,92.09,1.68,8.07,0.03,0.13,0.14,0.00,0.00,0.02,0.02
leachates,65,0.00,31.85,89.96,1.55,7.76,0.03,0.13,0.13,0.00,0.00,0.02,0.02
leachates,66,0.00,30.80,87.83,1.42,7.46,0.03,0.13,0.12,0.00,0.00,0.02,0.02
leachates,67,0.00,29.81,85.70,1.30,7.17,0.03,0.12,0.11,0.00,0.00,0.02,0.02
leachates,68,0.00,28.89,83.60,1.20,6.89,0.03,0.12,0.11,0.00,0.00,0.02,0.02
leachates,69,0.00,28.02,81.51,1.10,6.62,0.02,0.12,0.10,0.00,0.00,0.02,0.02
leachates,70,12.50,37.97,80.97,1.01,6.36,0.04,0.11,0.23,0.00,0.00,0.01,0.01
leachates,71,0.00,35.70,80.20,0.93,6.11,0.04,0.11,0.18,0.00,0.00,0.01,0.01
leachates,72,0.00,33.68,79.22,0.85,5.87,0.04,0.11,0.16,0.00,0.00,0.01,0.01
leachates,73,0.00,31.89,77.96,0.78,5.65,0.04,0.11,0.14,0.00,0.00,0.01,0.01
leachates,74,0.00,30.29,76.57,0.72,5.43,0.04,0.11,0.13,0.00,0.00,0.01,0.01
leachates,75,0.00,28.87,75.10,0.66,5.21,0.04,0.11,0.11,0.00,0.00,0.01,0.01
leachates,76,0.00,27.59,73.58,0.61,5.01,0.03,0.10,0.10,0.00,0.00,0.01,0.01
leachates,77,0.00,26.44,72.01,0.56,4.82,0.03,0.10,0.10,0.00,0.00,0.01,0.01
leachates,78,0.00,25.40,70.42,0.51,4.63,0.03,0.10,0.09,0.00,0.00,0.01,0.01
leachates,79,0.00,24.45,68.82,0.47,4.45,0.03,0.10,0.08,0.00,0.00,0.01,0.01
leachates,80,0.00,23.58,67.20,0.43,4.27,0.03,0.09,0.08,0.00,0.00,0.01,0.01
leachates,81,0.00,22.78,65.57,0.40,4.11,0.03,0.09,0.07,0.00,0.00,0.01,0.01
leachates,82,0.00,22.04,63.96,0.36,3.95,0.03,0.09,0.07,0.00,0.00,0.01,0.01
leachates,83,0.00,21.34,62.35,0.33,3.79,0.03,0.09,0.07,0.00,0.00,0.01,0.01
leachates,84,12.50,31.55,62.18,0.31,3.65,0.04,0.09,0.12,0.00,0.00,0.01,0.01
leachates,85,0.00,29.51,61.30,0.28,3.50,0.05,0.09,0.12,0.00,0.00,0.01,0.01
leachates,86,0.00,27.67,60.53,0.26,3.37,0.05,0.08,0.10,0.00,0.00,0.01,0.01
leachates,87,0.00,26.02,59.58,0.24,3.24,0.04,0.08,0.09,0.00,0.00,0.01,0.01
leachates,88,0.00,24.56,58.53,0.22,3.11,0.04,0.08,0.08,0.00,0.00,0.01,0.01
leachates,89,0.00,23.25,57.42,0.20,2.99,0.04,0.08,0.07,0.00,0.00,0.01,0.01
leachates,90,0.00,22.08,56.28,0.18,2.87,0.04,0.08,0.07,0.00,0.00,0.01,0.01
leachates,91,0.00,21.03,55.10,0.17,2.76,0.03,0.08,0.06,0.00,0.00,0.00,0.01
leachates,92,0.00,20.09,53.90,0.16,2.65,0.03,0.08,0.06,0.00,0.00,0.00,0.01
leachates,93,0.00,19.25,52.70,0.14,2.55,0.03,0.07,0.06,0.00,0.00,0.00,0.01
leachates,94,0.00,18.48,51.48,0.13,2.45,0.03,0.07,0.05,0.00,0.00,0.00,0.01
leachates,95,0.00,17.79,50.27,0.12,2.35,0.03,0.07,0.05,0.00,0.00,0.01,0.01
leachates,96,0.00,17.15,49.05,0.11,2.26,0.03,0.07,0.05,0.00,0.00,0.01,0.01
leachates,97,0.00,16.56,47.85,0.10,2.17,0.03,0.07,0.05,0.00,0.00,0.01,0.01
leachates,98,12.50,27.00,47.72,0.09,2.09,0.05,0.06,0.08,0.00,0.00,0.00,0.01
leachates,99,0.00,25.12,47.25,0.09,2.01,0.05,0.06,0.07,0.00,0.00,0.00,0.00
leachates,100,0.00,23.42,46.62,0.08,1.93,0.05,0.06,0.06,0.00,0.00,0.00,0.00
leachates,101,0.00,21.89,45.91,0.07,1.85,0.05,0.06,0.06,0.00,0.00,0.00,0.00
leachates,102,0.00,20.52,45.15,0.07,1.78,0.04,0.06,0.05,0.00,0.00,0.00,0.00
leachates,103,0.00,19.29,44.35,0.06,1.71,0.04,0.06,0.05,0.00,0.00,0.00,0.00
leachates,104,0.00,18.20,43.52,0.06,1.65,0.04,0.06,0.05,0.00,0.00,0.00,0.00
leachates,105,0.00,17.22,42.66,0.05,1.58,0.04,0.06,0.04,0.00,0.00,0.00,0.00
leachates,106,0.00,16.35,41.78,0.05,1.52,0.03,0.06,0.04,0.00,0.00,0.00,0.00
leachates,107,0.00,15.57,40.88,0.04,1.46,0.03,0.06,0.04,0.00,0.00,0.00,0.00
leachates,108,0.00,14.88,39.98,0.04,1.40,0.03,0.06,0.04,0.00,0.00,0.00,0.00
leachates,109,0.00,14.25,39.06,0.04,1.35,0.03,0.05,0.03,0.00,0.00,0.00,0.00
leachates,110,0.00,13.68,38.15,0.03,1.30,0.03,0.05,0.03,0.00,0.00,0.00,0.00
leachates,111,0.00,13.17,37.24,0.03,1.25,0.03,0.05,0.03,0.00,0.00,0.00,0.00
leachates,112,12.50,23.79,37.14,0.03,1.20,0.05,0.05,0.05,0.00,0.00,0.00,0.00
leachates,113,0.00,22.06,36.83,0.03,1.15,0.05,0.05,0.05,0.00,0.00,0.00,0.00
leachates,114,0.00,20.48,36.41,0.02,1.11,0.05,0.05,0.04,0.00,0.00,0.00,0.00
leachates,115,0.00,19.04,35.93,0.02,1.06,0.05,0.05,0.04,0.00,0.00,0.00,0.00
leachates,116,0.00,17.74,35.41,0.02,1.02,0.05,0.05,0.04,0.00,0.00,0.00,0.00
leachates,117,0.00,16.57,34.86,0.02,0.98,0.04,0.05,0.03,0.00,0.00,0.00,0.00
leachates,118,0.00,15.52,34.27,0.02,0.94,0.04,0.05,0.03,0.00,0.00,0.00,0.00
leachates,119,0.00,14.59,33.65,0.02,0.91,0.04,0.05,0.03,0.00,0.00,0.00,0.00
leachates,120,0.00,13.77,33.01,0.01,0.87,0.03,0.05,0.03,0.00,0.00,0.00,0.00
leachates,121,0.00,13.03,32.35,0.01,0.84,0.03,0.04,0.03,0.00,0.00,0.00,0.00
leachates,122,0.00,12.37,31.68,0.01,0.80,0.03,0.04,0.02,0.00,0.00,0.00,0.00
leachates,123,0.00,11.79,30.99,0.01,0.77,0.03,0.04,0.02,0.00,0.00,0.00,0.00
leachates,124,0.00,11.26,30.30,0.01,0.74,0.03,0.04,0.02,0.00,0.00,0.00,0.00
leachates,125,0.00,10.79,29.60,0.01,0.71,0.03,0.04,0.02,0.00,0.00,0.00,0.00
leachates,126,12.50,21.57,29.54,0.01,0.69,0.05,0.04,0.03,0.00,0.00,0.00,0.00
leachates,127,0.00,19.97,29.35,0.01,0.66,0.05,0.04,0.03,0.00,0.00,0.00,0.00
leachates,128,0.00,18.48,29.09,0.01,0.63,0.05,0.04,0.03,0.00,0.00,0.00,0.00
leachates,129,0.00,17.12,28.78,0.01,0.61,0.05,0.04,0.03,0.00,0.00,0.00,0.00
leachates,130,0.00,15.88,28.44,0.01,0.59,0.05,0.04,0.02,0.00,0.00,0.00,0.00
leachates,131,0.00,14.75,28.06,0.01,0.56,0.04,0.04,0.02,0.00,0.00,0.00,0.00
leachates,132,0.00,13.74,27.65,0.01,0.54,0.04,0.04,0.02,0.00,0.00,0.00,0.00
leachates,133,0.00,12.84,27.21,0.00,0.52,0.04,0.04,0.02,0.00,0.00,0.00,0.00
leachates,134,0.00,12.04,26.75,0.00,0.50,0.04,0.04,0.02,0.00,0.00,0.00,0.00
leachates,135,0.00,11.32,26.26,0.00,0.48,0.03,0.04,0.02,0.00,0.00,0.00,0.00
leachates,136,0.00,10.69,25.76,0.00,0.46,0.03,0.03,0.02,0.00,0.00,0.00,0.00
leachates,137,0.00,10.12,25.24,0.00,0.44,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,138,0.00,9.62,24.71,0.00,0.43,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,139,0.00,9.17,24.16,0.00,0.41,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,140,12.50,20.08,24.15,0.00,0.39,0.05,0.03,0.02,0.00,0.00,0.00,0.00
leachates,141,0.00,18.58,24.05,0.00,0.38,0.05,0.03,0.02,0.00,0.00,0.00,0.00
leachates,142,0.00,17.17,23.89,0.00,0.36,0.05,0.03,0.02,0.00,0.00,0.00,0.00
leachates,143,0.00,15.87,23.70,0.00,0.35,0.05,0.03,0.02,0.00,0.00,0.00,0.00
leachates,144,0.00,14.68,23.48,0.00,0.34,0.05,0.03,0.02,0.00,0.00,0.00,0.00
leachates,145,0.00,13.59,23.23,0.00,0.32,0.04,0.03,0.01,0.00,0.00,0.00,0.00
leachates,146,0.00,12.60,22.95,0.00,0.31,0.04,0.03,0.01,0.00,0.00,0.00,0.00
leachates,147,0.00,11.71,22.65,0.00,0.30,0.04,0.03,0.01,0.00,0.00,0.00,0.00
leachates,148,0.00,10.92,22.31,0.00,0.29,0.04,0.03,0.01,0.00,0.00,0.00,0.00
leachates,149,0.00,10.21,21.95,0.00,0.28,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,150,0.00,9.58,21.57,0.00,0.26,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,151,0.00,9.02,21.17,0.00,0.25,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,152,0.00,8.53,20.76,0.00,0.24,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,153,0.00,8.08,20.33,0.00,0.23,0.03,0.03,0.01,0.00,0.00,0.00,0.00
leachates,154,12.50,19.10,20.35,0.00,0.23,0.05,0.03,0.01,0.00,0.00,0.00,0.00
leachates,155,0.00,17.68,20.31,0.00,0.22,0.05,0.03,0.01,0.00,0.00,0.00,0.00
leachates,156,0.00,16.34,20.23,0.00,0.21,0.05,0.03,0.01,0.00,0.00,0.00,0.00
leachates,157,0.00,15.09,20.12,0.00,0.20,0.05,0.03,0.01,0.00,0.00,0.00,0.00
leachates,158,0.00,13.93,19.99,0.00,0.19,0.05,0.03,0.01,0.00,0.00,0.00,0.00
leachates,159,0.00,12.87,19.83,0.00,0.18,0.04,0.03,0.01,0.00,0.00,0.00,0.00
leachates,160,0.00,11.89,19.64,0.00,0.18,0.04,0.03,0.01,0.00,0.00,0.00,0.00
